Cluster,Time_taken (min),Delivery_person_Age,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Vehicle_condition,multiple_deliveries,Weather_conditions_Cloudy,Weather_conditions_Fog,Weather_conditions_Missing,Weather_conditions_Sandstorms,Weather_conditions_Stormy,Weather_conditions_Sunny,Weather_conditions_Windy,City_Metropolitian,City_Missing,City_Semi-Urban,City_Urban,Festival_Missing,Festival_No,Festival_Yes
103,-1.3619621138368216,0.8269411996776425,0.4446595351848899,0.280319856689395,0.3104810811840859,0.08417665922361242,0.2729135749638366,0.4101661019369321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0.3839492974778915,1.3877102238284238,-0.22768837527900135,0.37085450191455704,-0.8299436315077005,0.2800459272723865,-0.6432893686866127,-1.1268846099877587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
105,-0.7513039100088948,-0.2825538190790396,-0.1149952692136964,0.3856543714378766,-0.6464413814514834,0.3079346092670757,-1.5594923123370619,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
106,1.5561771734892513,-0.14880629787697866,0.8278987004051017,0.5753291954549008,0.9795920171283906,0.7121613008970509,-0.6432893686866126,-1.307132023475336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
107,1.4249084388002404,0.17902872460728864,-0.15037829118574209,0.37081525426187717,-0.7067413786610481,0.2766880752514996,-1.5594923123370619,0.4502452574562272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
108,0.7651001946449199,1.3703568934003874,1.174505698408388,0.34738668321177973,1.5739183137398696,0.23009825686270705,-0.6432893686866127,0.3539737472278378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
109,0.9148466397886887,0.9274440091163595,0.6431220367585545,0.2690012305571198,0.6587606530526735,0.06300273307536376,0.2729135749638366,2.2399874758675806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
110,0.4038763533464447,0.9515878667819541,-0.16663469865072447,0.39605188868970953,-0.7288860085336595,0.33205662841125083,-0.6432893686866127,-1.3940731768532684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
111,2.1362540970322907,0.16219477741872826,0.4738783821336833,0.2717031898880183,0.36076271688786554,0.06601482394364122,-1.559492312337062,1.8555434339141275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
112,1.2469261899867492,-0.3042149897355693,-0.0742450568193384,0.40347061000350376,-0.5725392212094365,0.34701115278516226,-1.5594923123370619,0.42469273288009296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
113,1.395377097984154,0.6266926540618583,0.4590423693984822,0.27639136425361005,0.3426277365393247,0.07847910069635244,0.2729135749638366,0.4107977987938773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
114,0.995994584869168,0.9270130010449339,0.9527102387208981,0.5167533954497575,1.1891323127260487,0.5867176148788487,-0.6432893686866127,2.0560680650854812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
115,0.5776333278403233,0.8930660258543138,-0.12452366106522295,0.382791128450799,-0.6574546555283787,0.3037388721446957,-0.6432893686866127,0.39530309211910186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
116,-1.2790066547364092,0.4481110003211999,-0.12343161143259096,0.3874595963963471,-0.6581330669151612,0.3127209600439867,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
117,1.5269800220334955,0.64559084902195,-1.1772036510474546,-1.5014252224408275,-2.4565939517646096,-3.6786004878310785,0.2729135749638366,0.44531608573302933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
118,0.5039404492920341,-0.17263905391465487,-0.10918875440804088,0.3768031090535454,-0.6291514326872449,0.2917752714094929,0.2729135749638366,0.40011118951588165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
119,1.522287622692392,-0.06110745643326937,0.2993074807078461,0.40791308224811546,0.0661746794052388,0.35573084756540696,-1.5594923123370619,0.4025975635345441,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
120,1.642887679321215,-0.10969432796074456,0.8351091622983197,0.5709652593971969,0.9862334076107154,0.7009354994029106,-0.6432893686866127,0.37471198889383334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
121,0.31278124080448727,1.3398641928869621,1.434433323144999,0.39323287026480397,2.0226060764726714,0.3280629940361592,-0.6432893686866127,0.41369507520500864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
122,0.7575907519943077,0.037467202134157544,-0.061657768822055724,0.4199436095972647,-0.549461801792797,0.3823661548615113,-0.6432893686866127,-1.1663731298391982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
123,0.3039905390023169,1.1511389071539884,-0.09075593906094531,0.3968246839610864,-0.5994137667340904,0.33346025789092176,-0.6432893686866127,0.41826354542912075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
124,0.4502092123117507,1.0545631310370989,0.32183772643165887,0.4047055589961002,0.10655102536217691,0.3495539434854153,-1.5594923123370619,-0.7897057472321897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
125,1.4514701475789553,1.119083694488174,-1.1772036510474546,-1.5014252224408275,-2.459166844810484,-3.6794982397008678,-0.6432893686866127,0.4389064112072079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
126,0.3328926512689649,1.1903796882562776,1.0097005785863788,0.4886915668220018,1.2927248858732543,0.5294183009198787,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
127,0.2952372444418579,0.9191431856343963,0.5761344157409285,0.294610006460602,0.546499952580285,0.11807260520584517,-1.5594923123370619,0.4093213055872234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
128,0.3323053409396944,1.0048068117034437,-1.1772036510474546,-1.5014252224408273,-2.4633292224900107,-3.6809506056865273,-0.6432893686866127,0.4003301829285933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
129,0.2695282408434959,0.837423255176867,-1.1772036510474546,-1.5014252224408275,-2.4617839121957195,-3.680411405190677,-1.5594923123370619,0.37855081371478044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
130,0.4305766449535702,1.154251987678858,-0.0691162693808035,0.38450123614386505,-0.5569742235436175,0.3092589517936972,0.2729135749638366,2.055591501222388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
131,1.5912923346177041,-0.28142860445560625,1.131712051396301,0.34184968268171967,1.496652530032527,0.21703750435858862,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
132,1.0011481338006905,1.1995134033421224,-1.1772036510474546,-1.5014252224408275,-2.4571389348360024,-3.678790647143037,-0.6432893686866127,1.743879513577767,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
133,0.8066158197371809,0.5919679785543617,0.3207578779744213,0.4066945750951461,0.10891157423897539,0.35522992729048386,-0.6432893686866128,-1.380848401090648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
134,1.5269800220334955,0.6985923511558964,0.5143925715121874,0.2738382810945591,0.44183958953076385,0.07457548805151348,-0.6432893686866127,0.42141145997018614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
135,0.1949858366554044,1.236111493354813,-1.1772036510474546,-1.5014252224408275,-2.462135007724116,-3.680533911902566,-1.5594923123370619,-1.0647902583061035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
136,0.8476360488327555,0.9369929035642123,1.131039165619608,0.3433544837368644,1.4997446634056917,0.22170126673787668,0.2729135749638366,1.9267470069489556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
137,2.694866080263719,-0.2583278195279531,-0.11090759804553166,0.3850419596657273,-0.640237830979494,0.30635802071717644,-1.5594923123370619,0.39734780132005393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
138,0.6735296660110537,0.5897596010143051,-1.1772036510474546,-1.5014252224408275,-2.46250240861324,-3.680662107995172,-0.6432893686866127,-1.4414243646626501,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
139,0.8842142651872723,0.8297571959714574,-0.07389177384489412,0.3863515546487673,-0.56909402633377,0.3118005830515507,-0.6432893686866127,1.798719013538845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
140,1.2519608144255536,0.10910214285354423,-0.05691686736145942,0.4494799214795106,-0.5448275542805989,0.4436059200623282,-1.5594923123370619,-1.371722879814416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
141,1.1336679634684086,0.8560518283540348,0.671738283552994,0.27498728744940903,0.7093232190849373,0.07617958270161354,0.2729135749638366,0.412852658106885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
142,0.22116259313297837,0.55830548485126,0.3207639234700681,0.40506101038470665,0.10935108714309781,0.35192520491909807,0.2729135749638366,-0.792793991610769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
143,1.1059369620749786,0.751895841742496,1.135416041340074,0.34794327949989773,1.505754748767042,0.23088298549357752,0.2729135749638366,-0.33356255045540745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
144,1.0195536656989845,0.9461741568891073,-0.06973089306139726,0.38896007120399184,-0.5649976789289634,0.31625614950085346,-0.6432893686866127,-1.094985684173732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
145,1.5627213626086445,0.19743913586134287,-0.23150953262288956,0.3703206672758893,-0.8367727109354183,0.27882084577754035,-0.6432893686866127,0.4689746066615975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
146,1.4544905425571366,0.5774205814457974,-0.05609719970945564,0.4468448196922178,-0.5407655866182254,0.43896035879513523,-0.6432893686866128,-0.9713304752977857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
147,0.32368822267014313,1.044837666519913,0.8325674228881459,0.572316519334648,0.9832488989875223,0.7042726163201111,-0.6432893686866126,-1.3093202106156956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
148,-0.3874469949706166,0.49969249331247423,-0.1079689156069403,0.3952151159769339,-0.6334823148329215,0.328469597780042,-1.559492312337062,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
149,0.34959230460107565,1.1790233641789138,1.4661829313350871,0.3458991263636349,2.0743133354617513,0.22701002478750215,-1.5594923123370619,1.9609995401719253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
150,-0.20551853745147747,-0.4186284640215896,-0.07893659511055055,0.4054584068774088,-0.5841265910761729,0.3499790401167559,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
151,1.4671762014654997,0.6468740933154141,-1.1772036510474546,-1.5014252224408275,-2.4647153394681536,-3.681434259335042,-0.6432893686866127,2.1360762146777317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
152,0.23298435412285048,0.15510239665628434,-0.08050433549278724,0.4069679332780691,-0.5801688963612588,0.35549030672052384,-0.6432893686866127,0.385235065982338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
153,-0.3300451075519365,0.555841573954091,0.4423752766606988,0.2874155375266023,0.3104354446739233,0.10053273808317835,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
154,2.7397727573243844,-0.02368740904573251,0.6013778471067398,0.28033269147917494,0.5814630935676649,0.0849742384654579,-1.5594923123370619,4.1301065217562885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
155,0.7878893708724549,0.9608506395624637,-1.1772036510474544,-1.5014252224408275,-2.4632553302783537,-3.6809248226982745,0.2729135749638366,-1.424558764568595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
156,0.478361573051783,1.1134641310092424,0.745854737023119,0.31895994718650184,0.8361275800118062,0.16906068846119582,-0.6432893686866127,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
157,1.9781645408432453,-0.5763010407223853,0.8356262475713506,0.5709740970057947,0.980551127181922,0.698662055700254,-1.5594923123370619,3.3317521642062213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158,1.3091340342321467,1.2607292900918146,-0.10115962063095356,0.37964655281856796,-0.6183404926383914,0.29675571743032125,-0.6432893686866127,-0.8959412453945165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
159,0.9596904275248604,0.8742329310543463,0.41284523869759215,0.2907685982837599,0.26618728358334237,0.10985520585249475,-0.6432893686866127,1.9497999734903457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
160,0.3567049508261792,0.35499696570150713,0.6497573978946903,0.2711764675576674,0.6732802689763783,0.06869824811000837,-0.6432893686866127,-0.8076924630337972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
161,0.712491488591263,0.6362881429694268,0.4741414851860409,0.2743578310254677,0.37465659908114646,0.07631905118387457,-0.6432893686866127,-0.9814421628363793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
162,0.5827724768630047,0.9835391799047842,0.32165985477292675,0.40462298000175784,0.10896747869108829,0.35032892233783225,0.2729135749638366,-0.11367936403018829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163,1.3820010630807782,1.375327855616955,0.4663501847283742,0.27585765465525147,0.3580750859770244,0.07836738183939997,-0.6432893686866128,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
164,0.3663246063267977,-0.5077870820437539,1.1417451087443713,0.34245965043037896,1.5134515862601319,0.21818510750304657,0.2729135749638366,2.022054059982988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
165,0.669632023962003,0.6923992005723355,0.4398907367555771,0.2836809382051127,0.3114903678536227,0.09449014349889552,0.2729135749638366,1.9574210857237972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
166,1.423732391861893,0.7958658459756518,-1.1772036510474544,-1.5014252224408275,-2.4579454515214794,-3.679072062596184,-0.6432893686866127,0.4427137201243292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
167,0.29869700769970564,0.08751494643544669,-0.09522406207351519,0.3831222964932147,-0.6070580257972539,0.3044906279270633,0.2729135749638366,0.3870466112866545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
168,-1.489488442676481,1.1903993436156193,0.44371923720579476,0.2809458895390351,0.31279297826141467,0.08686988613399904,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
169,0.507143657650474,0.6356980106627705,0.4692511841372105,0.2724781983875508,0.3606537666947827,0.07038468341567891,-0.6432893686866127,1.9600372916711657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170,1.1993466509791637,1.1582313813549263,1.365696163869317,0.37637507694683997,1.9001683666915297,0.29082568214718024,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
171,0.24049769734936824,0.6111290069414836,1.1176494337839822,0.4174171251886657,1.476904907555803,0.37836307136595654,-0.6432893686866127,0.40280420303904746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
172,1.8111387815808218,0.13892472509403153,-1.1772036510474546,-1.5014252224408275,-2.4727879417451177,-3.684251008286125,-1.559492312337062,4.018211449114343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173,1.2673302054608486,1.102809626751161,0.8876266391964279,0.5461496182649292,1.0782835228376895,0.6491499756633551,-0.6432893686866127,-0.5382548160117013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
174,0.5704586873806061,0.8868804113195863,1.099147137203624,0.341867788257138,1.4450377166904147,0.21855330423990038,-0.6432893686866127,0.453343226174608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
175,0.30128900625335725,0.9873413274421121,-0.24713682231072168,0.37355179092517027,-0.8669130646053906,0.284488442695736,0.2729135749638366,0.49459326815525506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
176,1.5528455863011963,1.3120232931659945,0.7381363879304095,0.3103599439573794,0.8231737719653748,0.15097329295173303,0.2729135749638366,0.42699868447829015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
177,1.3515225319373092,-0.32168842108133205,0.7420563492742694,0.28728719954370935,0.8251576620260668,0.10052835022325814,-1.5594923123370619,-1.1880297672519937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178,1.292839003324857,1.2812022372048277,-1.1772036510474546,-1.5014252224408275,-2.457493761217416,-3.678914455650303,0.2729135749638366,0.4101661019369322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
179,-0.7573788931159544,-0.12065977635143793,-0.10390658852195958,0.39437302476377706,-0.628179064433491,0.32610833756321506,-1.5594923123370619,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
180,0.3749878025461378,1.126034328148994,0.43253223347178116,0.28450083834271866,0.2994252958888862,0.09641757303751824,-1.5594923123370616,-1.213018325154113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
181,0.5356374108162658,1.0106218858994935,-0.18912612363217965,0.36964832874192294,-0.7693960931629473,0.27554574437812107,-0.6432893686866127,0.38540716174048434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
182,1.0834426984578092,0.8636086144694709,1.1390360264888668,0.3415499546090413,1.5105725640723202,0.2168779795287249,-0.6432893686866127,1.6547080580664528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
183,2.5355293017045732,0.17623189210078696,0.46778522981742754,0.28953469247332025,0.3532941202044603,0.10476293598129387,-1.5594923123370619,4.009392671420692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
184,1.36822806198027,0.9091042972532378,0.7045743356393968,0.2768186781100588,0.7674564027038554,0.0806870535478792,-0.6432893686866127,0.4101661019369322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
185,0.5771664812279844,1.1847606481424533,-1.1772036510474546,-1.5014252224408275,-2.4618654613655115,-3.6804398598984145,-0.6432893686866127,0.38930358303842766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
186,0.40439988847599617,1.3332310795904672,0.7716843052870429,0.3388060476018212,0.8806574197172109,0.21110967217488466,-0.6432893686866126,1.8855959686631047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
187,0.7446977226844579,1.3360809013003798,1.1349546096202003,0.34152301504561916,1.5075774319342559,0.2182183073208883,-0.6432893686866127,-1.1109529672958487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
188,0.23915911321131048,0.8563240079137645,1.138288383471875,0.3487814733656985,1.509938143480711,0.23239634362403397,-0.6432893686866127,-0.5433878362879371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
189,1.378061417457063,-0.578067322118642,0.7567055941145187,0.3085641640204396,0.8521779023593944,0.14618404083707637,0.2729135749638366,0.46203395326775054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
190,-0.23132134026508608,1.240604303342407,-0.11801241455906561,0.3862927583689911,-0.6532684667638579,0.3087079406497021,-1.5594923123370616,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
191,0.8881664841480845,1.4794828201429853,1.2817273464114196,0.37561079665340963,1.7549659998661404,0.28879260107246024,0.2729135749638366,2.0945447584649197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
192,0.548372049102653,0.38056851678209025,0.4177364960858172,0.29446463470376305,0.2753522586441818,0.11794203929323532,-0.6432893686866127,-1.1304386862616251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
193,1.3559249864358103,0.7296602847246227,1.1659034021761545,0.41246927343436013,1.5557319352942316,0.3665289680284217,0.2729135749638366,2.1979193136329744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
194,1.5768165391734923,0.06969788095673073,1.1353203075156502,0.3429451206147585,1.5049377982479943,0.22008572362706114,-0.6432893686866128,0.4150868388581913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
195,-0.7989128858524825,0.3074916297318261,-0.10628497726010343,0.3935739023673888,-0.6310241653146595,0.32484898198118584,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
196,1.0095863622709853,0.9737895609134328,0.8454244576552727,0.5667833480907394,1.0062706123135736,0.6929108057552443,-0.6432893686866127,0.4002352536025673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
197,0.5414429076821188,0.536193785017141,-0.2658231148047297,0.3636911253006112,-0.8989151651808294,0.2636520647152023,-0.6432893686866127,-0.8934899243148537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
198,-1.2578241478499512,0.5715041247282701,-0.11044354124004228,0.39059848595892965,-0.6380032061519425,0.3186103046575293,-0.6432893686866127,0.4101661019369321,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
199,0.4187971045386619,1.5136654074484883,0.31187635439516803,0.40648035284756256,0.09100076223967302,0.3538421822186292,-0.6432893686866127,-1.286855228502308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
200,1.0195536656989845,-0.22755042637223807,0.740073686490617,0.27774714365425707,0.823688623740672,0.08102807532934082,0.2729135749638366,2.2713556819086635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
201,0.910592916861083,1.3390166707153308,-0.1129465137970439,0.3728930021358278,-0.6391819212120552,0.28225544530957264,0.2729135749638366,2.2172602261425327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
202,0.3817346481112675,1.5391183279806822,-0.060223148208971414,0.44351618537890153,-0.5444962115197757,0.43308868198159844,-0.6432893686866127,-0.8741685945330682,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
203,0.5945955621231792,0.896681809296304,1.1302649265929647,0.3469173950094504,1.4976091647045096,0.22895385777618996,0.2729135749638366,0.4259607469060521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
204,0.3754383706710207,1.085554501567469,0.8027931440332498,0.6024787165836784,0.9338924038583644,0.7686514811712103,0.2729135749638366,0.3913930664405974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
205,0.1920409515516773,0.7737685210150456,1.121539138408044,0.4207978357894369,1.48498511920991,0.3860039340524844,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
206,0.734653153338412,-0.24056126417168008,-0.21072442582296624,0.3688462283948041,-0.8044332460081974,0.27454888775061315,0.2729135749638366,0.42853875069554787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
